data_horario,total,total_sem_reagendado,compareceu,nao_compareceu,reagendado
"2022-04-04 15:00:00",5,5,1,4,0
"2022-04-04 16:00:00",1,1,1,0,0
"2022-04-05 09:00:00",8,8,2,6,0
"2022-04-05 10:00:00",9,9,1,8,0
"2022-04-05 11:00:00",6,4,2,2,2
"2022-04-05 14:00:00",5,5,1,4,0
"2022-04-05 15:00:00",9,8,2,6,1
"2022-04-05 16:00:00",5,4,1,3,1
"2022-04-05 17:00:00",8,5,2,3,3
"2022-04-06 09:00:00",4,4,2,2,0
"2022-04-06 10:00:00",3,3,3,0,0
"2022-04-06 11:00:00",3,3,1,2,0
"2022-04-06 14:00:00",6,6,1,5,0
"2022-04-06 15:00:00",2,2,2,0,0
"2022-04-06 16:00:00",4,2,0,2,2
"2022-04-06 17:00:00",4,4,2,2,0
"2022-04-07 09:00:00",6,4,2,2,2
"2022-04-07 10:00:00",5,3,0,3,2
"2022-04-07 11:00:00",3,2,0,2,1
"2022-04-07 12:00:00",2,2,2,0,0
"2022-04-07 14:00:00",6,6,2,4,0
"2022-04-07 15:00:00",6,6,0,6,0
"2022-04-07 16:00:00",6,6,2,4,0
"2022-04-07 17:00:00",10,9,1,8,1
"2022-04-08 09:00:00",3,2,0,2,1
"2022-04-08 10:00:00",3,3,1,2,0
"2022-04-08 11:00:00",5,5,0,5,0
"2022-04-08 12:00:00",11,10,2,8,1
"2022-04-08 14:00:00",7,4,0,4,3
"2022-04-08 15:00:00",11,9,3,6,2
"2022-04-08 16:00:00",4,3,0,3,1
"2022-04-08 17:00:00",11,10,2,8,1
"2022-04-09 08:00:00",8,7,1,6,1
"2022-04-09 09:00:00",10,9,3,6,1
"2022-04-09 10:00:00",10,10,3,7,0
"2022-04-09 11:00:00",10,9,2,7,1
"2022-04-09 13:00:00",4,4,1,3,0
"2022-04-09 14:00:00",12,10,4,6,2
"2022-04-09 15:00:00",10,8,3,5,2
"2022-04-09 16:00:00",10,10,1,9,0
"2022-04-11 09:00:00",5,3,0,3,2
"2022-04-11 10:00:00",4,4,0,4,0
"2022-04-11 11:00:00",2,2,0,2,0
"2022-04-11 12:00:00",3,3,0,3,0
"2022-04-11 14:00:00",9,8,1,7,1
"2022-04-11 15:00:00",8,7,2,5,1
"2022-04-11 16:00:00",5,4,0,4,1
"2022-04-11 17:00:00",8,6,1,5,2
"2022-04-12 09:00:00",11,10,6,4,1
"2022-04-12 10:00:00",6,3,0,3,3
"2022-04-12 11:00:00",5,5,0,5,0
"2022-04-12 12:00:00",1,1,0,1,0
"2022-04-12 14:00:00",5,4,0,4,1
"2022-04-12 15:00:00",4,4,1,3,0
"2022-04-12 16:00:00",6,5,1,4,1
"2022-04-12 17:00:00",5,4,0,4,1
"2022-04-13 09:00:00",9,7,1,6,2
"2022-04-13 09:30:00",1,1,1,0,0
"2022-04-13 10:00:00",2,2,0,2,0
"2022-04-13 11:00:00",6,6,1,5,0
"2022-04-13 12:00:00",1,1,0,1,0
"2022-04-13 14:00:00",13,10,2,8,3
"2022-04-13 15:00:00",7,4,1,3,3
"2022-04-13 16:00:00",3,3,0,3,0
"2022-04-13 17:00:00",7,6,3,3,1
"2022-04-14 09:00:00",9,7,2,5,2
"2022-04-14 10:00:00",5,3,1,2,2
"2022-04-14 11:00:00",8,6,0,6,2
"2022-04-14 12:00:00",3,3,3,0,0
"2022-04-14 14:00:00",4,4,2,2,0
"2022-04-14 15:00:00",6,4,0,4,2
"2022-04-14 16:00:00",8,7,2,5,1
"2022-04-14 17:00:00",2,2,0,2,0
"2022-04-18 09:00:00",4,2,1,1,2
"2022-04-18 10:00:00",3,3,0,3,0
"2022-04-18 11:00:00",6,3,2,1,3
"2022-04-18 12:00:00",3,2,0,2,1
"2022-04-18 14:00:00",10,10,2,8,0
"2022-04-18 15:00:00",11,9,3,6,2
"2022-04-18 16:00:00",8,6,1,5,2
"2022-04-18 17:00:00",11,9,2,7,2
"2022-04-19 09:00:00",5,4,1,3,1
"2022-04-19 10:00:00",6,5,2,3,1
"2022-04-19 11:00:00",1,0,0,0,1
"2022-04-19 12:00:00",2,1,0,1,1
"2022-04-19 14:00:00",6,6,2,4,0
"2022-04-19 15:00:00",8,8,1,7,0
"2022-04-19 15:30:00",1,1,1,0,0
"2022-04-19 16:00:00",5,3,1,2,2
"2022-04-19 17:00:00",10,8,2,6,2
"2022-04-20 09:00:00",8,7,4,3,1
"2022-04-20 10:00:00",3,2,1,1,1
"2022-04-20 11:00:00",4,2,1,1,2
"2022-04-20 12:00:00",6,6,2,4,0
"2022-04-20 14:00:00",11,8,2,6,3
"2022-04-20 15:00:00",7,4,0,4,3
"2022-04-20 16:00:00",4,4,0,4,0
"2022-04-20 17:00:00",10,8,1,7,2
"2022-04-25 09:00:00",10,9,2,7,1
"2022-04-25 10:00:00",6,4,1,3,2
"2022-04-25 11:00:00",5,5,2,3,0
"2022-04-25 12:00:00",6,5,2,3,1
"2022-04-25 14:00:00",7,5,0,5,2
"2022-04-25 15:00:00",6,4,1,3,2
"2022-04-25 16:00:00",4,3,1,2,1
"2022-04-25 17:00:00",11,9,3,6,2
"2022-04-26 09:00:00",5,5,3,2,0
"2022-04-26 10:00:00",5,4,1,3,1
"2022-04-26 11:00:00",6,6,3,3,0
"2022-04-26 12:00:00",4,4,1,3,0
"2022-04-26 14:00:00",8,5,4,1,3
"2022-04-26 15:00:00",4,1,1,0,3
"2022-04-26 16:00:00",5,3,2,1,2
"2022-04-26 17:00:00",2,2,0,2,0
"2022-04-27 09:00:00",4,3,2,1,1
"2022-04-27 10:00:00",7,5,0,5,2
"2022-04-27 11:00:00",7,4,0,4,3
"2022-04-27 12:00:00",4,4,2,2,0
"2022-04-27 14:00:00",9,8,3,5,1
"2022-04-27 15:00:00",8,7,3,4,1
"2022-04-27 16:00:00",2,1,0,1,1
"2022-04-27 17:00:00",7,4,0,4,3
"2022-04-28 09:00:00",6,3,0,3,3
"2022-04-28 10:00:00",4,4,3,1,0
"2022-04-28 11:00:00",1,1,0,1,0
"2022-04-28 12:00:00",8,8,5,3,0
"2022-04-28 14:00:00",5,2,1,1,3
"2022-04-28 15:00:00",4,4,2,2,0
"2022-04-28 16:00:00",3,3,1,2,0
"2022-04-28 17:00:00",8,5,2,3,3
"2022-04-29 09:00:00",6,5,2,3,1
"2022-04-29 10:00:00",3,2,1,1,1
"2022-04-29 11:00:00",4,2,1,1,2
"2022-04-29 12:00:00",2,1,1,0,1
"2022-04-29 14:00:00",10,9,4,5,1
"2022-04-29 15:00:00",10,5,3,2,5
"2022-04-29 16:00:00",2,2,1,1,0
"2022-04-29 17:00:00",12,9,2,7,3
"2022-04-30 08:00:00",8,7,4,3,1
"2022-04-30 09:00:00",9,9,6,3,0
"2022-04-30 10:00:00",10,6,3,3,4
"2022-04-30 11:00:00",11,9,4,5,2
"2022-04-30 13:00:00",12,9,4,5,3
"2022-04-30 14:00:00",14,11,3,8,3
"2022-04-30 15:00:00",12,11,4,7,1
"2022-04-30 16:00:00",11,8,4,4,3
"2022-05-03 09:00:00",11,8,2,6,3
"2022-05-03 10:00:00",13,13,3,10,0
"2022-05-03 11:00:00",9,6,5,1,3
"2022-05-03 12:00:00",8,8,3,5,0
"2022-05-03 14:00:00",10,9,2,7,1
"2022-05-03 15:00:00",9,8,2,6,1
"2022-05-03 16:00:00",6,5,1,4,1
"2022-05-03 17:00:00",12,11,5,6,1
"2022-05-03 18:22:00",1,1,1,0,0
"2022-05-04 09:00:00",3,3,3,0,0
"2022-05-04 10:00:00",6,6,0,6,0
"2022-05-04 11:00:00",3,2,2,0,1
"2022-05-04 12:00:00",2,2,0,2,0
"2022-05-04 14:00:00",9,8,4,4,1
"2022-05-04 15:00:00",5,4,2,2,1
"2022-05-04 16:00:00",3,3,1,2,0
"2022-05-04 17:00:00",5,3,1,2,2
"2022-05-05 09:00:00",5,5,1,4,0
"2022-05-05 10:00:00",3,3,0,3,0
"2022-05-05 11:00:00",6,5,2,3,1
"2022-05-05 12:00:00",5,4,3,1,1
"2022-05-05 14:00:00",11,10,3,7,1
"2022-05-05 15:00:00",5,4,0,4,1
"2022-05-05 16:00:00",1,1,1,0,0
"2022-05-05 17:00:00",9,6,3,3,3
"2022-05-06 09:00:00",7,6,1,5,1
"2022-05-06 10:00:00",3,2,0,2,1
"2022-05-06 11:00:00",4,3,1,2,1
"2022-05-06 12:00:00",1,1,0,1,0
"2022-05-06 14:00:00",7,7,2,5,0
"2022-05-06 15:00:00",6,5,0,5,1
"2022-05-06 16:00:00",6,6,2,4,0
"2022-05-06 17:00:00",3,3,1,2,0
"2022-05-07 08:00:00",7,7,3,4,0
"2022-05-07 09:00:00",10,7,2,5,3
"2022-05-07 10:00:00",10,8,3,5,2
"2022-05-07 11:00:00",9,7,1,6,2
"2022-05-07 13:00:00",12,11,3,8,1
"2022-05-07 14:00:00",12,12,3,9,0
"2022-05-07 15:00:00",11,11,2,9,0
"2022-05-07 16:00:00",11,9,1,8,2
"2022-05-10 09:00:00",9,9,5,4,0
"2022-05-10 10:00:00",9,8,2,6,1
"2022-05-10 11:00:00",10,10,2,8,0
"2022-05-10 12:00:00",4,3,0,3,1
"2022-05-10 14:00:00",5,5,1,4,0
"2022-05-10 15:00:00",9,7,2,5,2
"2022-05-10 16:00:00",3,3,2,1,0
"2022-05-10 17:00:00",6,5,1,4,1
"2022-05-11 09:00:00",6,3,1,2,3
"2022-05-11 10:00:00",7,4,2,2,3
"2022-05-11 11:00:00",1,1,1,0,0
"2022-05-11 12:00:00",4,3,0,3,1
"2022-05-11 14:00:00",4,3,0,3,1
"2022-05-11 15:00:00",5,4,2,2,1
"2022-05-11 16:00:00",3,2,2,0,1
"2022-05-11 17:00:00",6,4,0,4,2
"2022-05-12 09:00:00",5,4,0,4,1
"2022-05-12 10:00:00",2,2,1,1,0
"2022-05-12 11:00:00",3,3,1,2,0
"2022-05-12 12:00:00",2,1,1,0,1
"2022-05-12 14:00:00",4,3,1,2,1
"2022-05-12 15:00:00",5,5,2,3,0
"2022-05-12 16:00:00",1,1,0,1,0
"2022-05-12 17:00:00",8,5,1,4,3
"2022-05-13 09:00:00",6,6,0,6,0
"2022-05-13 10:00:00",5,2,1,1,3
"2022-05-13 11:00:00",1,1,0,1,0
"2022-05-13 12:00:00",5,3,1,2,2
"2022-05-13 14:00:00",4,4,2,2,0
"2022-05-13 15:00:00",5,4,1,3,1
"2022-05-13 16:00:00",3,3,0,3,0
"2022-05-13 17:00:00",10,8,1,7,2
"2022-05-14 08:00:00",12,11,4,7,1
"2022-05-14 09:00:00",11,10,4,6,1
"2022-05-14 10:00:00",14,10,4,6,4
"2022-05-14 11:00:00",12,9,4,5,3
"2022-05-14 13:00:00",9,8,1,7,1
"2022-05-14 14:00:00",11,8,5,3,3
"2022-05-14 15:00:00",10,9,3,6,1
"2022-05-14 16:00:00",11,9,1,8,2
"2022-05-17 09:00:00",11,7,2,5,4
"2022-05-17 10:00:00",11,10,2,8,1
"2022-05-17 11:00:00",9,4,0,4,5
"2022-05-17 12:00:00",2,1,1,0,1
"2022-05-17 14:00:00",8,6,2,4,2
"2022-05-17 15:00:00",9,8,3,5,1
"2022-05-17 16:00:00",5,4,1,3,1
"2022-05-17 17:00:00",10,6,1,5,4
"2022-05-18 09:00:00",8,6,3,3,2
"2022-05-18 10:00:00",9,8,3,5,1
"2022-05-18 11:00:00",2,1,0,1,1
"2022-05-18 12:00:00",3,3,0,3,0
"2022-05-18 14:00:00",4,3,1,2,1
"2022-05-18 15:00:00",4,3,0,3,1
"2022-05-18 16:00:00",11,6,2,4,5
"2022-05-18 17:00:00",10,6,2,4,4
"2022-05-19 09:00:00",7,6,2,4,1
"2022-05-19 10:00:00",7,7,0,7,0
"2022-05-19 11:00:00",3,1,1,0,2
"2022-05-19 12:00:00",3,3,2,1,0
"2022-05-19 14:00:00",12,11,6,5,1
"2022-05-19 15:00:00",4,2,1,1,2
"2022-05-19 16:00:00",8,5,2,3,3
"2022-05-19 17:00:00",4,4,0,4,0
"2022-05-20 09:00:00",6,3,0,3,3
"2022-05-20 10:00:00",6,4,2,2,2
"2022-05-20 11:00:00",6,5,3,2,1
"2022-05-20 12:00:00",3,2,2,0,1
"2022-05-20 14:00:00",6,5,3,2,1
"2022-05-20 15:00:00",4,3,0,3,1
"2022-05-20 16:00:00",4,3,1,2,1
"2022-05-20 17:00:00",6,5,0,5,1
"2022-05-21 08:00:00",4,4,0,4,0
"2022-05-21 09:00:00",4,3,0,3,1
"2022-05-21 10:00:00",13,10,4,6,3
"2022-05-21 11:00:00",13,12,4,8,1
"2022-05-21 13:00:00",11,7,0,7,4
"2022-05-21 14:00:00",12,8,1,7,4
"2022-05-21 15:00:00",11,7,1,6,4
"2022-05-21 16:00:00",10,9,2,7,1
"2022-05-24 09:00:00",9,6,4,2,3
"2022-05-24 10:00:00",9,5,1,4,4
"2022-05-24 11:00:00",5,4,3,1,1
"2022-05-24 12:00:00",6,2,0,2,4
"2022-05-24 14:00:00",6,6,1,5,0
"2022-05-24 15:00:00",8,8,4,4,0
"2022-05-24 16:00:00",5,4,1,3,1
"2022-05-24 17:00:00",8,6,2,4,2
"2022-05-25 09:00:00",4,3,1,2,1
"2022-05-25 10:00:00",4,4,1,3,0
"2022-05-25 11:00:00",6,6,2,4,0
"2022-05-25 12:00:00",5,3,1,2,2
"2022-05-25 14:00:00",12,8,0,8,4
"2022-05-25 15:00:00",9,8,5,3,1
"2022-05-25 16:00:00",7,6,2,4,1
"2022-05-25 17:00:00",4,3,1,2,1
"2022-05-26 09:00:00",6,4,1,3,2
"2022-05-26 10:00:00",3,3,0,3,0
"2022-05-26 11:00:00",2,2,1,1,0
"2022-05-26 12:00:00",6,5,4,1,1
"2022-05-26 14:00:00",4,3,1,2,1
"2022-05-26 15:00:00",2,2,0,2,0
"2022-05-26 16:00:00",3,2,0,2,1
"2022-05-26 17:00:00",4,2,0,2,2
"2022-05-27 09:00:00",3,3,2,1,0
"2022-05-27 10:00:00",3,3,2,1,0
"2022-05-27 11:00:00",7,5,2,3,2
"2022-05-27 12:00:00",2,2,0,2,0
"2022-05-27 14:00:00",6,5,2,3,1
"2022-05-27 15:00:00",4,4,0,4,0
"2022-05-27 16:00:00",3,3,0,3,0
"2022-05-27 17:00:00",10,7,2,5,3
"2022-05-28 08:00:00",7,6,1,5,1
"2022-05-28 09:00:00",9,6,1,5,3
"2022-05-28 10:00:00",13,10,3,7,3
"2022-05-28 11:00:00",10,9,2,7,1
"2022-05-28 13:00:00",11,7,2,5,4
"2022-05-28 14:00:00",12,12,4,8,0
"2022-05-28 15:00:00",14,10,0,10,4
"2022-05-28 16:00:00",9,6,2,4,3
"2022-05-31 09:00:00",5,3,2,1,2
"2022-05-31 10:00:00",4,3,1,2,1
"2022-05-31 11:00:00",6,6,2,4,0
"2022-05-31 12:00:00",1,1,1,0,0
"2022-05-31 12:48:00",1,1,1,0,0
"2022-05-31 14:00:00",9,7,2,5,2
"2022-05-31 15:00:00",9,6,2,4,3
"2022-05-31 16:00:00",3,2,0,2,1
"2022-05-31 17:00:00",6,4,2,2,2
"2022-06-01 09:00:00",11,9,3,6,2
"2022-06-01 10:00:00",2,2,1,1,0
"2022-06-01 11:00:00",5,2,1,1,3
"2022-06-01 12:00:00",6,5,2,3,1
"2022-06-01 14:00:00",9,8,3,5,1
"2022-06-01 15:00:00",9,7,1,6,2
"2022-06-01 16:00:00",6,4,2,2,2
"2022-06-01 17:00:00",3,2,2,0,1
"2022-06-02 09:00:00",5,4,2,2,1
"2022-06-02 10:00:00",6,5,1,4,1
"2022-06-02 11:00:00",3,2,1,1,1
"2022-06-02 14:00:00",5,5,1,4,0
"2022-06-02 15:00:00",5,1,1,0,4
"2022-06-02 16:00:00",9,9,1,8,0
"2022-06-02 17:00:00",3,3,2,1,0
"2022-06-03 09:00:00",4,3,0,3,1
"2022-06-03 10:00:00",4,2,2,0,2
"2022-06-03 11:00:00",3,2,0,2,1
"2022-06-03 12:00:00",3,3,2,1,0
"2022-06-03 14:00:00",4,4,2,2,0
"2022-06-03 15:00:00",3,1,0,1,2
"2022-06-03 16:00:00",6,6,2,4,0
"2022-06-03 17:00:00",9,7,2,5,2
"2022-06-04 08:00:00",6,4,1,3,2
"2022-06-04 09:00:00",10,10,5,5,0
"2022-06-04 10:00:00",11,7,0,7,4
"2022-06-04 11:00:00",10,9,3,6,1
"2022-06-04 13:00:00",13,8,3,5,5
"2022-06-04 14:00:00",10,10,3,7,0
"2022-06-04 15:00:00",13,13,4,9,0
"2022-06-04 16:00:00",12,8,0,8,4
"2022-06-07 09:00:00",9,8,5,3,1
"2022-06-07 10:00:00",11,7,1,6,4
"2022-06-07 11:00:00",6,6,1,5,0
"2022-06-07 12:00:00",6,6,4,2,0
"2022-06-07 14:00:00",8,4,1,3,4
"2022-06-07 15:00:00",11,8,6,2,3
"2022-06-07 16:00:00",9,7,5,2,2
"2022-06-07 17:00:00",11,7,2,5,4
"2022-06-08 09:00:00",6,5,2,3,1
"2022-06-08 10:00:00",4,4,1,3,0
"2022-06-08 11:00:00",7,7,3,4,0
"2022-06-08 12:00:00",1,0,0,0,1
"2022-06-08 14:00:00",9,7,2,5,2
"2022-06-08 15:00:00",7,7,1,6,0
"2022-06-08 16:00:00",5,5,1,4,0
"2022-06-08 17:00:00",7,4,3,1,3
"2022-06-09 09:00:00",4,3,2,1,1
"2022-06-09 10:00:00",6,6,2,4,0
"2022-06-09 11:00:00",3,3,2,1,0
"2022-06-09 12:00:00",1,0,0,0,1
"2022-06-09 14:00:00",2,2,1,1,0
"2022-06-09 15:00:00",6,4,0,4,2
"2022-06-09 16:00:00",4,2,1,1,2
"2022-06-09 17:00:00",3,1,1,0,2
"2022-06-10 09:00:00",6,4,2,2,2
"2022-06-10 10:00:00",5,5,2,3,0
"2022-06-10 11:00:00",4,4,1,3,0
"2022-06-10 12:00:00",3,2,1,1,1
"2022-06-10 14:00:00",9,8,2,6,1
"2022-06-10 15:00:00",7,5,4,1,2
"2022-06-10 16:00:00",9,8,3,5,1
"2022-06-10 17:00:00",7,3,0,3,4
"2022-06-11 08:00:00",8,8,3,5,0
"2022-06-11 09:00:00",11,10,2,8,1
"2022-06-11 10:00:00",12,6,3,3,6
"2022-06-11 11:00:00",15,9,5,4,6
"2022-06-11 13:00:00",9,8,4,4,1
"2022-06-11 14:00:00",10,8,3,5,2
"2022-06-11 15:00:00",10,7,4,3,3
"2022-06-11 16:00:00",10,7,1,6,3
"2022-06-14 09:00:00",5,2,1,1,3
"2022-06-14 10:00:00",7,7,2,5,0
"2022-06-14 11:00:00",9,7,0,7,2
"2022-06-14 12:00:00",4,3,1,2,1
"2022-06-14 14:00:00",9,6,2,4,3
"2022-06-14 15:00:00",8,6,0,6,2
"2022-06-14 16:00:00",6,3,1,2,3
"2022-06-14 17:00:00",11,11,2,9,0
"2022-06-15 09:00:00",7,4,1,3,3
"2022-06-15 10:00:00",3,2,0,2,1
"2022-06-15 11:00:00",4,3,0,3,1
"2022-06-15 12:00:00",4,4,1,3,0
"2022-06-15 14:00:00",7,6,1,5,1
"2022-06-15 15:00:00",8,5,1,4,3
"2022-06-15 16:00:00",3,1,0,1,2
"2022-06-15 17:00:00",3,3,1,2,0
"2022-06-16 09:00:00",1,0,0,0,1
"2022-06-16 10:00:00",4,3,1,2,1
"2022-06-16 11:00:00",7,7,0,7,0
"2022-06-16 14:00:00",11,10,3,7,1
"2022-06-16 15:00:00",10,9,4,5,1
"2022-06-16 16:00:00",6,6,5,1,0
"2022-06-16 17:00:00",5,2,0,2,3
"2022-06-17 09:00:00",9,6,0,6,3
"2022-06-17 10:00:00",9,6,2,4,3
"2022-06-17 11:00:00",3,3,2,1,0
"2022-06-17 12:00:00",3,3,0,3,0
"2022-06-17 14:00:00",6,1,1,0,5
"2022-06-17 15:00:00",8,5,0,5,3
"2022-06-17 16:00:00",2,2,1,1,0
"2022-06-17 17:00:00",9,7,0,7,2
"2022-06-18 08:00:00",8,6,4,2,2
"2022-06-18 09:00:00",6,5,1,4,1
"2022-06-18 10:00:00",12,9,2,7,3
"2022-06-18 11:00:00",11,10,3,7,1
"2022-06-18 13:00:00",12,9,3,6,3
"2022-06-18 14:00:00",9,6,1,5,3
"2022-06-18 15:00:00",13,8,1,7,5
"2022-06-18 16:00:00",11,10,0,10,1
"2022-06-21 09:00:00",8,5,3,2,3
"2022-06-21 10:00:00",6,3,0,3,3
"2022-06-21 11:00:00",6,4,1,3,2
"2022-06-21 12:00:00",3,3,1,2,0
"2022-06-21 14:00:00",9,8,2,6,1
"2022-06-21 15:00:00",9,7,0,7,2
"2022-06-21 16:00:00",4,2,0,2,2
"2022-06-21 17:00:00",11,7,2,5,4
"2022-06-22 09:00:00",5,4,0,4,1
"2022-06-22 10:00:00",7,5,2,3,2
"2022-06-22 11:00:00",5,5,1,4,0
"2022-06-22 12:00:00",4,0,0,0,4
"2022-06-22 14:00:00",7,4,1,3,3
"2022-06-22 15:00:00",6,5,2,3,1
"2022-06-22 16:00:00",4,2,0,2,2
"2022-06-22 17:00:00",7,5,2,3,2
"2022-06-23 09:00:00",5,5,0,5,0
"2022-06-23 10:00:00",3,2,1,1,1
"2022-06-23 11:00:00",3,3,1,2,0
"2022-06-23 12:00:00",3,2,0,2,1
"2022-06-23 14:00:00",8,6,2,4,2
"2022-06-23 15:00:00",7,6,2,4,1
"2022-06-23 16:00:00",1,1,1,0,0
"2022-06-23 17:00:00",8,6,0,6,2
"2022-06-24 09:00:00",4,1,1,0,3
"2022-06-24 10:00:00",4,4,2,2,0
"2022-06-24 11:00:00",3,2,0,2,1
"2022-06-24 12:00:00",2,1,1,0,1
"2022-06-24 14:00:00",7,4,1,3,3
"2022-06-24 15:00:00",10,7,1,6,3
"2022-06-24 16:00:00",4,4,3,1,0
"2022-06-24 17:00:00",9,7,2,5,2
"2022-06-25 08:00:00",8,8,2,6,0
"2022-06-25 09:00:00",10,9,1,8,1
"2022-06-25 10:00:00",9,7,0,7,2
"2022-06-25 10:30:00",1,1,1,0,0
"2022-06-25 11:00:00",13,8,1,7,5
"2022-06-25 12:00:00",1,1,1,0,0
"2022-06-25 13:00:00",8,8,2,6,0
"2022-06-25 14:00:00",11,10,1,9,1
"2022-06-25 15:00:00",10,8,0,8,2
"2022-06-25 16:00:00",10,8,0,8,2
"2022-06-28 09:00:00",11,7,1,6,4
"2022-06-28 10:00:00",10,6,0,6,4
"2022-06-28 11:00:00",12,7,2,5,5
"2022-06-28 12:00:00",3,0,0,0,3
"2022-06-28 14:00:00",9,6,3,3,3
"2022-06-28 15:00:00",12,8,3,5,4
"2022-06-28 16:00:00",6,5,3,2,1
"2022-06-28 17:00:00",2,2,1,1,0
"2022-06-29 09:00:00",8,5,2,3,3
"2022-06-29 10:00:00",3,3,1,2,0
"2022-06-29 11:00:00",9,6,0,6,3
"2022-06-29 11:30:00",1,1,1,0,0
"2022-06-29 12:00:00",2,2,0,2,0
"2022-06-29 14:00:00",10,7,1,6,3
"2022-06-29 15:00:00",5,3,2,1,2
"2022-06-29 16:00:00",3,2,1,1,1
"2022-06-29 17:00:00",5,4,1,3,1
"2022-06-30 09:00:00",5,4,2,2,1
"2022-06-30 10:00:00",7,5,4,1,2
"2022-06-30 11:00:00",9,7,3,4,2
"2022-06-30 14:00:00",7,5,2,3,2
"2022-06-30 15:00:00",4,2,1,1,2
"2022-06-30 16:00:00",6,1,0,1,5
"2022-06-30 17:00:00",5,4,1,3,1
"2022-07-01 09:00:00",3,2,0,2,1
"2022-07-01 10:00:00",8,6,1,5,2
"2022-07-01 11:00:00",4,3,0,3,1
"2022-07-01 12:00:00",1,1,0,1,0
"2022-07-01 14:00:00",6,3,1,2,3
"2022-07-01 15:00:00",8,5,0,5,3
"2022-07-01 16:00:00",8,8,6,2,0
"2022-07-01 17:00:00",6,4,0,4,2
"2022-07-02 08:00:00",9,7,0,7,2
"2022-07-02 09:00:00",11,8,3,5,3
"2022-07-02 10:00:00",11,8,1,7,3
"2022-07-02 11:00:00",11,10,2,8,1
"2022-07-02 13:00:00",10,6,0,6,4
"2022-07-02 14:00:00",13,9,2,7,4
"2022-07-02 15:00:00",14,9,3,6,5
"2022-07-02 16:00:00",11,9,1,8,2
"2022-07-05 09:00:00",11,10,3,7,1
"2022-07-05 10:00:00",11,6,4,2,5
"2022-07-05 11:00:00",12,6,1,5,6
"2022-07-05 12:00:00",4,3,2,1,1
"2022-07-05 14:00:00",12,10,4,6,2
"2022-07-05 15:00:00",8,3,2,1,5
"2022-07-05 16:00:00",7,5,3,2,2
"2022-07-05 17:00:00",11,8,1,7,3
"2022-07-06 09:00:00",8,7,3,4,1
"2022-07-06 10:00:00",5,5,0,5,0
"2022-07-06 11:00:00",6,4,3,1,2
"2022-07-06 12:00:00",6,5,3,2,1
"2022-07-06 14:00:00",5,3,1,2,2
"2022-07-06 15:00:00",11,7,3,4,4
"2022-07-06 16:00:00",6,4,1,3,2
"2022-07-06 17:00:00",9,5,1,4,4
"2022-07-07 09:00:00",6,5,3,2,1
"2022-07-07 10:00:00",5,4,1,3,1
"2022-07-07 10:30:00",1,1,1,0,0
"2022-07-07 11:00:00",7,6,1,5,1
"2022-07-07 12:00:00",2,2,1,1,0
"2022-07-07 14:00:00",9,7,0,7,2
"2022-07-07 15:00:00",6,4,4,0,2
"2022-07-07 16:00:00",8,7,3,4,1
"2022-07-07 17:00:00",4,2,0,2,2
"2022-07-08 09:00:00",5,3,0,3,2
"2022-07-08 10:00:00",5,3,1,2,2
"2022-07-08 11:00:00",9,8,4,4,1
"2022-07-08 12:00:00",3,3,1,2,0
"2022-07-08 14:00:00",5,4,2,2,1
"2022-07-08 15:00:00",7,6,1,5,1
"2022-07-08 16:00:00",5,5,2,3,0
"2022-07-08 17:00:00",12,6,2,4,6
"2022-07-09 11:00:00",1,1,0,1,0
"2022-07-12 09:00:00",10,7,2,5,3
"2022-07-12 10:00:00",17,10,3,7,7
"2022-07-12 11:00:00",12,10,6,4,2
"2022-07-12 12:00:00",8,7,2,5,1
"2022-07-12 13:30:00",1,1,0,1,0
"2022-07-12 14:00:00",7,4,1,3,3
"2022-07-12 15:00:00",8,5,1,4,3
"2022-07-12 16:00:00",7,7,5,2,0
"2022-07-12 17:00:00",10,7,2,5,3
"2022-07-13 09:00:00",8,5,2,3,3
"2022-07-13 10:00:00",6,5,1,4,1
"2022-07-13 11:00:00",9,6,1,5,3
"2022-07-13 12:00:00",5,5,0,5,0
"2022-07-13 14:00:00",6,5,3,2,1
"2022-07-13 15:00:00",8,4,1,3,4
"2022-07-13 16:00:00",3,3,2,1,0
"2022-07-13 17:00:00",3,3,1,2,0
"2022-07-14 09:00:00",2,2,0,2,0
"2022-07-14 10:00:00",8,3,3,0,5
"2022-07-14 11:00:00",4,3,1,2,1
"2022-07-14 12:00:00",4,2,2,0,2
"2022-07-14 14:00:00",8,7,4,3,1
"2022-07-14 15:00:00",4,3,1,2,1
"2022-07-14 16:00:00",4,3,2,1,1
"2022-07-14 17:00:00",4,2,1,1,2
"2022-07-15 09:00:00",3,2,0,2,1
"2022-07-15 10:00:00",8,7,3,4,1
"2022-07-15 11:00:00",8,7,2,5,1
"2022-07-15 12:00:00",4,3,2,1,1
"2022-07-15 14:00:00",7,5,1,4,2
"2022-07-15 15:00:00",5,3,0,3,2
"2022-07-15 16:00:00",3,3,1,2,0
"2022-07-15 17:00:00",6,3,0,3,3
"2022-07-15 18:00:00",1,1,1,0,0
"2022-07-16 08:00:00",7,5,2,3,2
"2022-07-16 09:00:00",10,7,1,6,3
"2022-07-16 10:00:00",11,7,1,6,4
"2022-07-16 11:00:00",12,7,1,6,5
"2022-07-16 13:00:00",10,9,3,6,1
