data_horario,total,total_sem_reagendado,compareceu,nao_compareceu,reagendado
"2022-07-16 14:00:00",12,8,1,7,4
"2022-07-16 15:00:00",12,6,3,3,6
"2022-07-16 16:00:00",12,10,1,9,2
"2022-07-19 09:00:00",7,5,2,3,2
"2022-07-19 10:00:00",9,5,3,2,4
"2022-07-19 11:00:00",12,11,5,6,1
"2022-07-19 12:00:00",3,3,0,3,0
"2022-07-19 14:00:00",8,5,0,5,3
"2022-07-19 15:00:00",8,7,1,6,1
"2022-07-19 16:00:00",5,3,1,2,2
"2022-07-19 17:00:00",12,7,0,7,5
"2022-07-20 09:00:00",8,7,1,6,1
"2022-07-20 10:00:00",4,2,0,2,2
"2022-07-20 11:00:00",6,4,2,2,2
"2022-07-20 11:30:00",1,1,0,1,0
"2022-07-20 12:00:00",3,3,1,2,0
"2022-07-20 14:00:00",5,4,2,2,1
"2022-07-20 15:00:00",8,7,4,3,1
"2022-07-20 16:00:00",2,2,1,1,0
"2022-07-20 17:00:00",7,4,1,3,3
"2022-07-21 09:00:00",4,4,2,2,0
"2022-07-21 10:00:00",6,5,2,3,1
"2022-07-21 11:00:00",3,3,1,2,0
"2022-07-21 12:00:00",4,3,2,1,1
"2022-07-21 14:00:00",3,2,0,2,1
"2022-07-21 15:00:00",5,5,3,2,0
"2022-07-21 16:00:00",1,0,0,0,1
"2022-07-21 17:00:00",5,2,1,1,3
"2022-07-22 09:00:00",4,2,0,2,2
"2022-07-22 10:00:00",6,4,2,2,2
"2022-07-22 11:00:00",7,4,2,2,3
"2022-07-22 12:00:00",5,4,1,3,1
"2022-07-22 14:00:00",10,9,2,7,1
"2022-07-22 15:00:00",8,8,4,4,0
"2022-07-22 16:00:00",6,4,0,4,2
"2022-07-22 17:00:00",9,8,4,4,1
"2022-07-23 08:00:00",9,6,2,4,3
"2022-07-23 09:00:00",10,9,2,7,1
"2022-07-23 10:00:00",12,10,2,8,2
"2022-07-23 11:00:00",13,8,2,6,5
"2022-07-23 13:00:00",9,5,3,2,4
"2022-07-23 14:00:00",8,4,1,3,4
"2022-07-23 15:00:00",8,7,4,3,1
"2022-07-23 16:00:00",9,8,2,6,1
"2022-07-26 09:00:00",10,6,1,5,4
"2022-07-26 10:00:00",7,5,2,3,2
"2022-07-26 11:00:00",7,6,0,6,1
"2022-07-26 12:00:00",8,7,2,5,1
"2022-07-26 14:00:00",12,8,1,7,4
"2022-07-26 15:00:00",10,7,4,3,3
"2022-07-26 16:00:00",9,7,2,5,2
"2022-07-26 17:00:00",10,9,3,6,1
"2022-07-27 09:00:00",8,5,3,2,3
"2022-07-27 10:00:00",8,6,2,4,2
"2022-07-27 11:00:00",5,3,2,1,2
"2022-07-27 12:00:00",4,4,1,3,0
"2022-07-27 12:30:00",1,1,1,0,0
"2022-07-27 14:00:00",7,5,4,1,2
"2022-07-27 15:00:00",6,5,3,2,1
"2022-07-27 16:00:00",5,3,0,3,2
"2022-07-27 17:00:00",10,4,1,3,6
"2022-07-28 09:00:00",5,4,4,0,1
"2022-07-28 10:00:00",10,9,3,6,1
"2022-07-28 11:00:00",8,5,0,5,3
"2022-07-28 12:00:00",5,4,3,1,1
"2022-07-28 14:00:00",8,5,2,3,3
"2022-07-28 15:00:00",8,8,5,3,0
"2022-07-28 16:00:00",8,8,3,5,0
"2022-07-28 17:00:00",6,5,3,2,1
"2022-07-29 09:00:00",7,3,1,2,4
"2022-07-29 10:00:00",6,4,2,2,2
"2022-07-29 11:00:00",4,2,0,2,2
"2022-07-29 12:00:00",3,3,1,2,0
"2022-07-29 14:00:00",7,4,0,4,3
"2022-07-29 15:00:00",5,3,0,3,2
"2022-07-29 16:00:00",5,5,2,3,0
"2022-07-29 17:00:00",7,5,3,2,2
"2022-07-30 08:00:00",7,5,3,2,2
"2022-07-30 09:00:00",5,5,2,3,0
"2022-07-30 10:00:00",12,10,2,8,2
"2022-07-30 11:00:00",6,3,1,2,3
"2022-07-30 13:00:00",9,4,2,2,5
"2022-07-30 14:00:00",10,3,0,3,7
"2022-07-30 15:00:00",14,11,0,11,3
"2022-07-30 16:00:00",10,6,2,4,4
"2022-08-01 09:00:00",2,2,1,1,0
"2022-08-01 10:00:00",4,2,2,0,2
"2022-08-01 11:00:00",3,2,0,2,1
"2022-08-01 12:00:00",3,1,1,0,2
"2022-08-01 14:00:00",3,2,0,2,1
"2022-08-01 15:00:00",5,4,1,3,1
"2022-08-01 16:00:00",3,3,0,3,0
"2022-08-01 17:00:00",4,2,1,1,2
"2022-08-02 09:00:00",10,7,2,5,3
"2022-08-02 10:00:00",10,8,3,5,2
"2022-08-02 11:00:00",9,6,1,5,3
"2022-08-02 12:00:00",7,5,2,3,2
"2022-08-02 14:00:00",7,5,1,4,2
"2022-08-02 15:00:00",7,3,0,3,4
"2022-08-02 16:00:00",10,4,2,2,6
"2022-08-02 17:00:00",9,7,3,4,2
"2022-08-03 09:00:00",7,5,2,3,2
"2022-08-03 10:00:00",6,4,2,2,2
"2022-08-03 11:00:00",5,4,0,4,1
"2022-08-03 12:00:00",6,4,1,3,2
"2022-08-03 14:00:00",6,5,3,2,1
"2022-08-03 15:00:00",6,5,1,4,1
"2022-08-03 15:30:00",1,1,1,0,0
"2022-08-03 16:00:00",8,5,1,4,3
"2022-08-03 17:00:00",7,3,2,1,4
"2022-08-04 09:00:00",8,3,1,2,5
"2022-08-04 10:00:00",9,6,2,4,3
"2022-08-04 11:00:00",8,6,2,4,2
"2022-08-04 11:30:00",1,1,1,0,0
"2022-08-04 12:00:00",6,5,4,1,1
"2022-08-04 14:00:00",9,4,0,4,5
"2022-08-04 15:00:00",8,5,2,3,3
"2022-08-04 16:00:00",9,8,2,6,1
"2022-08-04 17:00:00",11,8,1,7,3
"2022-08-05 09:00:00",8,2,1,1,6
"2022-08-05 10:00:00",6,6,2,4,0
"2022-08-05 11:00:00",7,4,3,1,3
"2022-08-05 12:00:00",4,4,0,4,0
"2022-08-05 14:00:00",6,6,3,3,0
"2022-08-05 15:00:00",8,4,3,1,4
"2022-08-05 16:00:00",10,5,1,4,5
"2022-08-05 17:00:00",9,6,4,2,3
"2022-08-06 08:00:00",8,5,3,2,3
"2022-08-06 09:00:00",8,8,2,6,0
"2022-08-06 10:00:00",11,10,3,7,1
"2022-08-06 11:00:00",10,6,0,6,4
"2022-08-06 11:30:00",1,1,1,0,0
"2022-08-06 13:00:00",8,4,3,1,4
"2022-08-06 14:00:00",13,9,4,5,4
"2022-08-06 15:00:00",12,9,4,5,3
"2022-08-06 16:00:00",10,5,0,5,5
"2022-08-06 17:00:00",1,1,1,0,0
"2022-08-08 09:00:00",3,0,0,0,3
"2022-08-08 10:00:00",3,2,1,1,1
"2022-08-08 11:00:00",4,3,1,2,1
"2022-08-08 12:00:00",3,2,1,1,1
"2022-08-08 14:00:00",3,1,0,1,2
"2022-08-08 15:00:00",3,2,0,2,1
"2022-08-08 16:00:00",3,3,0,3,0
"2022-08-08 17:00:00",4,3,1,2,1
"2022-08-09 09:00:00",9,7,1,6,2
"2022-08-09 10:00:00",8,7,4,3,1
"2022-08-09 11:00:00",7,5,2,3,2
"2022-08-09 12:00:00",5,1,1,0,4
"2022-08-09 14:00:00",7,4,1,3,3
"2022-08-09 15:00:00",10,8,5,3,2
"2022-08-09 16:00:00",8,3,3,0,5
"2022-08-09 17:00:00",9,7,3,4,2
"2022-08-10 09:00:00",5,1,0,1,4
"2022-08-10 10:00:00",5,3,0,3,2
"2022-08-10 11:00:00",5,1,0,1,4
"2022-08-10 12:00:00",4,4,4,0,0
"2022-08-10 14:00:00",8,6,3,3,2
"2022-08-10 15:00:00",6,6,4,2,0
"2022-08-10 16:00:00",6,4,1,3,2
"2022-08-10 17:00:00",8,7,3,4,1
"2022-08-11 09:00:00",7,4,2,2,3
"2022-08-11 10:00:00",5,4,2,2,1
"2022-08-11 11:00:00",8,4,2,2,4
"2022-08-11 12:00:00",3,1,1,0,2
"2022-08-11 14:00:00",5,4,1,3,1
"2022-08-11 15:00:00",9,6,2,4,3
"2022-08-11 16:00:00",4,2,2,0,2
"2022-08-11 17:00:00",6,3,1,2,3
"2022-08-12 09:00:00",8,6,4,2,2
"2022-08-12 10:00:00",5,5,2,3,0
"2022-08-12 11:00:00",4,4,2,2,0
"2022-08-12 11:30:00",1,1,1,0,0
"2022-08-12 12:00:00",3,2,0,2,1
"2022-08-12 14:00:00",7,7,4,3,0
"2022-08-12 15:00:00",7,2,0,2,5
"2022-08-12 16:00:00",9,6,1,5,3
"2022-08-12 17:00:00",6,5,1,4,1
"2022-08-13 08:00:00",5,5,2,3,0
"2022-08-13 09:00:00",7,6,4,2,1
"2022-08-13 10:00:00",6,4,1,3,2
"2022-08-13 11:00:00",9,7,2,5,2
"2022-08-13 13:00:00",4,2,0,2,2
"2022-08-13 14:00:00",8,6,1,5,2
"2022-08-13 15:00:00",10,5,0,5,5
"2022-08-13 16:00:00",11,10,3,7,1
"2022-08-15 09:00:00",3,3,0,3,0
"2022-08-15 10:00:00",3,1,0,1,2
"2022-08-15 11:00:00",4,3,0,3,1
"2022-08-15 12:00:00",3,2,1,1,1
"2022-08-15 14:00:00",2,2,1,1,0
"2022-08-15 15:00:00",3,3,1,2,0
"2022-08-15 16:00:00",3,2,0,2,1
"2022-08-15 17:00:00",3,0,0,0,3
"2022-08-16 09:00:00",8,5,1,4,3
"2022-08-16 10:00:00",6,4,1,3,2
"2022-08-16 11:00:00",7,6,5,1,1
"2022-08-16 12:00:00",4,2,2,0,2
"2022-08-16 14:00:00",8,5,3,2,3
"2022-08-16 15:00:00",4,3,0,3,1
"2022-08-16 16:00:00",6,6,2,4,0
"2022-08-16 17:00:00",5,5,2,3,0
"2022-08-17 09:00:00",6,4,0,4,2
"2022-08-17 10:00:00",5,3,2,1,2
"2022-08-17 11:00:00",5,5,2,3,0
"2022-08-17 12:00:00",4,3,2,1,1
"2022-08-17 13:00:00",1,1,1,0,0
"2022-08-17 14:00:00",6,5,2,3,1
"2022-08-17 15:00:00",6,2,1,1,4
"2022-08-17 16:00:00",4,2,2,0,2
"2022-08-17 17:00:00",9,6,1,5,3
"2022-08-18 09:00:00",5,4,0,4,1
"2022-08-18 10:00:00",4,1,0,1,3
"2022-08-18 11:00:00",3,2,0,2,1
"2022-08-18 12:00:00",1,1,1,0,0
"2022-08-18 14:00:00",6,6,2,4,0
"2022-08-18 15:00:00",5,3,1,2,2
"2022-08-18 16:00:00",4,4,2,2,0
"2022-08-18 17:00:00",5,3,2,1,2
"2022-08-19 09:00:00",6,5,1,4,1
"2022-08-19 10:00:00",5,4,1,3,1
"2022-08-19 11:00:00",3,3,0,3,0
"2022-08-19 12:00:00",3,1,1,0,2
"2022-08-19 14:00:00",7,6,3,3,1
"2022-08-19 15:00:00",8,5,1,4,3
"2022-08-19 16:00:00",8,6,2,4,2
"2022-08-19 17:00:00",9,2,0,2,7
"2022-08-20 08:00:00",5,4,3,1,1
"2022-08-20 09:00:00",6,3,1,2,3
"2022-08-20 10:00:00",8,3,1,2,5
"2022-08-20 11:00:00",8,6,2,4,2
"2022-08-20 13:00:00",9,3,1,2,6
"2022-08-20 14:00:00",9,6,2,4,3
"2022-08-20 15:00:00",12,8,2,6,4
"2022-08-20 16:00:00",10,5,0,5,5
"2022-08-22 09:00:00",3,2,0,2,1
"2022-08-22 10:00:00",3,0,0,0,3
"2022-08-22 11:00:00",3,1,0,1,2
"2022-08-22 12:00:00",3,3,0,3,0
"2022-08-22 14:00:00",2,1,1,0,1
"2022-08-22 15:00:00",2,1,0,1,1
"2022-08-22 16:00:00",4,3,1,2,1
"2022-08-22 17:00:00",4,4,2,2,0
"2022-08-23 09:00:00",7,7,0,7,0
"2022-08-23 10:00:00",6,4,2,2,2
"2022-08-23 11:00:00",6,5,2,3,1
"2022-08-23 12:00:00",5,3,2,1,2
"2022-08-23 14:00:00",7,6,3,3,1
"2022-08-23 15:00:00",10,7,1,6,3
"2022-08-23 15:30:00",1,1,0,1,0
"2022-08-23 16:00:00",5,4,3,1,1
"2022-08-23 17:00:00",6,4,3,1,2
"2022-08-23 18:30:00",1,1,1,0,0
"2022-08-24 09:00:00",7,5,2,3,2
"2022-08-24 10:00:00",7,6,1,5,1
"2022-08-24 11:00:00",4,3,0,3,1
"2022-08-24 12:00:00",2,2,1,1,0
"2022-08-24 14:00:00",6,6,3,3,0
"2022-08-24 15:00:00",7,6,1,5,1
"2022-08-24 16:00:00",8,5,0,5,3
"2022-08-24 17:00:00",8,7,2,5,1
"2022-08-25 09:00:00",6,5,2,3,1
"2022-08-25 10:00:00",4,4,2,2,0
"2022-08-25 11:00:00",4,2,1,1,2
"2022-08-25 12:00:00",3,2,1,1,1
"2022-08-25 14:00:00",6,6,1,5,0
"2022-08-25 15:00:00",3,2,1,1,1
"2022-08-25 16:00:00",5,4,3,1,1
"2022-08-25 17:00:00",8,7,2,5,1
"2022-08-26 09:00:00",4,3,1,2,1
"2022-08-26 10:00:00",3,3,3,0,0
"2022-08-26 11:00:00",6,4,2,2,2
"2022-08-26 12:00:00",3,2,1,1,1
"2022-08-26 14:00:00",4,4,1,3,0
"2022-08-26 15:00:00",4,3,1,2,1
"2022-08-26 16:00:00",7,6,1,5,1
"2022-08-26 17:00:00",10,7,2,5,3
"2022-08-27 08:00:00",4,1,0,1,3
"2022-08-27 09:00:00",6,4,3,1,2
"2022-08-27 10:00:00",9,5,0,5,4
"2022-08-27 11:00:00",11,8,3,5,3
"2022-08-27 13:00:00",8,6,1,5,2
"2022-08-27 14:00:00",9,4,1,3,5
"2022-08-27 15:00:00",6,5,1,4,1
"2022-08-27 16:00:00",8,5,0,5,3
"2022-08-29 09:00:00",3,3,0,3,0
"2022-08-29 10:00:00",3,2,0,2,1
"2022-08-29 11:00:00",3,2,1,1,1
"2022-08-29 12:00:00",1,1,0,1,0
"2022-08-29 14:00:00",3,2,1,1,1
"2022-08-29 15:00:00",4,4,2,2,0
"2022-08-29 16:00:00",3,3,1,2,0
"2022-08-29 17:00:00",3,2,0,2,1
"2022-08-30 09:00:00",5,5,4,1,0
"2022-08-30 10:00:00",5,2,1,1,3
"2022-08-30 11:00:00",5,4,1,3,1
"2022-08-30 14:00:00",4,2,1,1,2
"2022-08-30 15:00:00",7,7,0,7,0
"2022-08-30 16:00:00",7,6,1,5,1
"2022-08-30 17:00:00",4,4,1,3,0
"2022-08-31 09:00:00",4,4,1,3,0
"2022-08-31 10:00:00",6,3,2,1,3
"2022-08-31 11:00:00",4,4,1,3,0
"2022-08-31 12:00:00",2,2,0,2,0
"2022-08-31 14:00:00",5,4,0,4,1
"2022-08-31 15:00:00",3,2,1,1,1
"2022-08-31 16:00:00",6,5,2,3,1
"2022-08-31 17:00:00",6,4,1,3,2
"2022-09-01 09:00:00",5,5,3,2,0
"2022-09-01 10:00:00",5,4,2,2,1
"2022-09-01 11:00:00",3,1,0,1,2
"2022-09-01 12:00:00",1,1,1,0,0
"2022-09-01 14:00:00",8,5,1,4,3
"2022-09-01 15:00:00",5,3,2,1,2
"2022-09-01 16:00:00",7,4,2,2,3
"2022-09-01 17:00:00",8,4,1,3,4
"2022-09-02 09:00:00",5,1,0,1,4
"2022-09-02 10:00:00",5,3,0,3,2
"2022-09-02 11:00:00",6,3,2,1,3
"2022-09-02 12:00:00",2,2,0,2,0
"2022-09-02 14:00:00",4,3,0,3,1
"2022-09-02 15:00:00",6,4,1,3,2
"2022-09-02 16:00:00",6,6,2,4,0
"2022-09-02 17:00:00",7,5,1,4,2
"2022-09-03 08:00:00",5,5,3,2,0
"2022-09-03 09:00:00",7,5,1,4,2
"2022-09-03 10:00:00",9,7,3,4,2
"2022-09-03 11:00:00",7,7,5,2,0
"2022-09-03 13:00:00",6,4,2,2,2
"2022-09-03 14:00:00",10,7,2,5,3
"2022-09-03 15:00:00",9,5,1,4,4
"2022-09-03 16:00:00",9,5,1,4,4
"2022-09-05 09:00:00",1,0,0,0,1
"2022-09-05 10:00:00",3,1,0,1,2
"2022-09-05 11:00:00",2,2,0,2,0
"2022-09-05 12:00:00",2,1,1,0,1
"2022-09-05 14:00:00",2,2,0,2,0
"2022-09-05 15:00:00",3,2,1,1,1
"2022-09-05 16:00:00",1,1,1,0,0
"2022-09-05 17:00:00",3,2,1,1,1
"2022-09-06 09:00:00",5,3,2,1,2
"2022-09-06 10:00:00",6,4,1,3,2
"2022-09-06 11:00:00",7,5,3,2,2
"2022-09-06 12:00:00",4,3,1,2,1
"2022-09-06 14:00:00",5,3,1,2,2
"2022-09-06 15:00:00",8,6,2,4,2
"2022-09-06 16:00:00",6,3,0,3,3
"2022-09-06 17:00:00",7,5,1,4,2
"2022-09-08 09:00:00",6,3,0,3,3
"2022-09-08 10:00:00",6,4,2,2,2
"2022-09-08 11:00:00",8,6,2,4,2
"2022-09-08 12:00:00",4,3,1,2,1
"2022-09-08 14:00:00",6,6,3,3,0
"2022-09-08 15:00:00",7,5,1,4,2
"2022-09-08 16:00:00",5,4,1,3,1
"2022-09-08 17:00:00",8,6,0,6,2
"2022-09-09 09:00:00",7,4,0,4,3
"2022-09-09 10:00:00",5,4,2,2,1
"2022-09-09 11:00:00",6,5,3,2,1
"2022-09-09 12:00:00",4,4,1,3,0
"2022-09-09 12:30:00",1,1,0,1,0
"2022-09-09 14:00:00",7,6,0,6,1
"2022-09-09 15:00:00",6,3,1,2,3
"2022-09-09 16:00:00",5,5,3,2,0
"2022-09-09 17:00:00",8,7,2,5,1
"2022-09-10 08:00:00",5,3,0,3,2
"2022-09-10 09:00:00",7,3,1,2,4
"2022-09-10 10:00:00",10,7,3,4,3
"2022-09-10 11:00:00",8,5,1,4,3
"2022-09-10 13:00:00",6,5,2,3,1
"2022-09-10 14:00:00",10,8,4,4,2
"2022-09-10 15:00:00",11,7,2,5,4
"2022-09-10 16:00:00",11,8,1,7,3
"2022-09-12 09:00:00",3,1,0,1,2
"2022-09-12 10:00:00",2,2,1,1,0
"2022-09-12 11:00:00",2,2,0,2,0
"2022-09-12 12:00:00",2,2,0,2,0
"2022-09-12 14:00:00",4,3,1,2,1
"2022-09-12 15:00:00",3,2,1,1,1
"2022-09-12 16:00:00",3,2,0,2,1
"2022-09-12 17:00:00",3,2,2,0,1
"2022-09-13 09:00:00",5,5,2,3,0
"2022-09-13 10:00:00",8,3,3,0,5
"2022-09-13 11:00:00",8,4,3,1,4
"2022-09-13 12:00:00",5,5,2,3,0
"2022-09-13 14:00:00",10,7,1,6,3
"2022-09-13 15:00:00",7,5,1,4,2
"2022-09-13 16:00:00",11,7,2,5,4
"2022-09-13 17:00:00",9,5,1,4,4
"2022-09-14 09:00:00",7,4,2,2,3
"2022-09-14 10:00:00",6,5,2,3,1
"2022-09-14 11:00:00",3,1,1,0,2
"2022-09-14 12:00:00",3,2,0,2,1
"2022-09-14 14:00:00",6,5,2,3,1
"2022-09-14 15:00:00",9,7,3,4,2
"2022-09-14 16:00:00",7,6,1,5,1
"2022-09-14 17:00:00",5,3,1,2,2
"2022-09-15 09:00:00",9,9,3,6,0
"2022-09-15 10:00:00",5,3,1,2,2
"2022-09-15 11:00:00",4,1,0,1,3
"2022-09-15 12:00:00",5,4,2,2,1
"2022-09-15 14:00:00",5,4,2,2,1
"2022-09-15 15:00:00",7,6,1,5,1
"2022-09-15 16:00:00",5,4,2,2,1
"2022-09-15 17:00:00",6,4,1,3,2
"2022-09-16 09:00:00",3,3,0,3,0
"2022-09-16 10:00:00",6,4,1,3,2
"2022-09-16 11:00:00",6,5,2,3,1
"2022-09-16 12:00:00",5,2,1,1,3
"2022-09-16 14:00:00",9,9,5,4,0
"2022-09-16 15:00:00",8,5,0,5,3
"2022-09-16 15:30:00",1,1,1,0,0
"2022-09-16 16:00:00",11,5,2,3,6
"2022-09-16 17:00:00",10,8,2,6,2
"2022-09-17 08:00:00",8,7,1,6,1
"2022-09-17 09:00:00",11,7,1,6,4
"2022-09-17 10:00:00",9,7,0,7,2
"2022-09-17 11:00:00",8,7,1,6,1
"2022-09-17 13:00:00",10,8,2,6,2
"2022-09-17 14:00:00",11,7,2,5,4
"2022-09-17 15:00:00",10,9,0,9,1
"2022-09-17 16:00:00",10,9,1,8,1
"2022-09-19 09:00:00",4,3,1,2,1
"2022-09-19 10:00:00",3,3,0,3,0
"2022-09-19 11:00:00",4,4,2,2,0
"2022-09-19 12:00:00",4,2,0,2,2
"2022-09-19 14:00:00",4,2,0,2,2
"2022-09-19 15:00:00",3,2,0,2,1
"2022-09-19 16:00:00",3,3,1,2,0
"2022-09-19 17:00:00",3,2,0,2,1
"2022-09-20 09:00:00",10,7,1,6,3
"2022-09-20 10:00:00",6,5,0,5,1
"2022-09-20 11:00:00",5,2,1,1,3
"2022-09-20 12:00:00",5,5,5,0,0
"2022-09-20 14:00:00",9,7,1,6,2
"2022-09-20 15:00:00",8,6,3,3,2
"2022-09-20 16:00:00",8,6,2,4,2
"2022-09-20 17:00:00",6,4,1,3,2
"2022-09-21 09:00:00",7,5,2,3,2
"2022-09-21 10:00:00",6,4,1,3,2
"2022-09-21 11:00:00",7,6,3,3,1
"2022-09-21 12:00:00",5,4,3,1,1
"2022-09-21 14:00:00",9,8,1,7,1
"2022-09-21 15:00:00",6,3,1,2,3
"2022-09-21 16:00:00",5,4,1,3,1
"2022-09-21 17:00:00",8,6,2,4,2
"2022-09-22 09:00:00",5,4,1,3,1
"2022-09-22 10:00:00",5,3,1,2,2
"2022-09-22 11:00:00",6,5,1,4,1
"2022-09-22 12:00:00",3,2,1,1,1
"2022-09-22 14:00:00",6,3,2,1,3
"2022-09-22 15:00:00",9,5,0,5,4
"2022-09-22 16:00:00",6,4,1,3,2
"2022-09-22 17:00:00",8,8,3,5,0
"2022-09-23 09:00:00",8,6,1,5,2
"2022-09-23 10:00:00",7,6,1,5,1
"2022-09-23 11:00:00",6,4,2,2,2
"2022-09-23 12:00:00",7,7,4,3,0
"2022-09-23 14:00:00",8,8,2,6,0
"2022-09-23 15:00:00",7,5,1,4,2
"2022-09-23 16:00:00",8,5,2,3,3
"2022-09-23 17:00:00",9,9,2,7,0
"2022-09-24 08:00:00",9,5,2,3,4
"2022-09-24 09:00:00",10,9,2,7,1
"2022-09-24 10:00:00",14,13,2,11,1
"2022-09-24 11:00:00",10,8,1,7,2
"2022-09-24 13:00:00",10,10,6,4,0
"2022-09-24 14:00:00",13,12,2,10,1
"2022-09-24 15:00:00",12,9,3,6,3
"2022-09-24 16:00:00",11,8,1,7,3
"2022-09-26 09:00:00",3,3,0,3,0
"2022-09-26 10:00:00",4,3,1,2,1
"2022-09-26 11:00:00",3,3,0,3,0
"2022-09-26 12:00:00",3,2,0,2,1
"2022-09-26 14:00:00",5,5,0,5,0
"2022-09-26 15:00:00",4,3,1,2,1
"2022-09-26 16:00:00",3,2,0,2,1
"2022-09-26 17:00:00",3,3,0,3,0
"2022-09-27 09:00:00",8,7,2,5,1
"2022-09-27 10:00:00",9,7,2,5,2
"2022-09-27 11:00:00",9,7,3,4,2
"2022-09-27 12:00:00",7,3,3,0,4
"2022-09-27 14:00:00",10,7,2,5,3
"2022-09-27 15:00:00",12,7,1,6,5
"2022-09-27 16:00:00",9,3,1,2,6
"2022-09-27 17:00:00",10,10,2,8,0
"2022-09-28 09:00:00",10,8,0,8,2
"2022-09-28 10:00:00",10,6,2,4,4
"2022-09-28 11:00:00",6,5,3,2,1
"2022-09-28 12:00:00",5,4,2,2,1
"2022-09-28 14:00:00",7,7,2,5,0
"2022-09-28 15:00:00",9,6,1,5,3
"2022-09-28 16:00:00",9,9,2,7,0
"2022-09-28 17:00:00",6,6,2,4,0
"2022-09-29 09:00:00",6,4,1,3,2
"2022-09-29 10:00:00",6,2,1,1,4
"2022-09-29 11:00:00",8,4,2,2,4
"2022-09-29 12:00:00",7,4,1,3,3
"2022-09-29 14:00:00",8,4,1,3,4
"2022-09-29 15:00:00",6,5,2,3,1
"2022-09-29 16:00:00",7,6,2,4,1
"2022-09-29 17:00:00",7,5,2,3,2
"2022-09-30 09:00:00",6,4,1,3,2
"2022-09-30 10:00:00",6,6,1,5,0
"2022-09-30 11:00:00",6,4,2,2,2
"2022-09-30 12:00:00",5,5,3,2,0
"2022-09-30 12:30:00",1,1,0,1,0
"2022-09-30 14:00:00",11,9,1,8,2
"2022-09-30 15:00:00",10,7,1,6,3
"2022-09-30 16:00:00",8,6,1,5,2
"2022-09-30 17:00:00",8,5,0,5,3
"2022-10-01 08:00:00",10,10,3,7,0
"2022-10-01 09:00:00",9,7,2,5,2
"2022-10-01 10:00:00",9,8,2,6,1
"2022-10-01 11:00:00",12,9,1,8,3
"2022-10-01 13:00:00",8,7,1,6,1
"2022-10-01 14:00:00",10,10,1,9,0
"2022-10-01 15:00:00",10,7,2,5,3
"2022-10-01 16:00:00",9,8,1,7,1
"2022-10-03 09:00:00",4,2,0,2,2
"2022-10-03 10:00:00",4,3,0,3,1
"2022-10-03 11:00:00",3,3,1,2,0
"2022-10-03 12:00:00",3,2,1,1,1
"2022-10-03 14:00:00",4,4,1,3,0
"2022-10-03 15:00:00",3,2,0,2,1
"2022-10-03 16:00:00",8,5,2,3,3
"2022-10-03 17:00:00",4,3,0,3,1
"2022-10-04 09:00:00",7,6,3,3,1
"2022-10-04 10:00:00",11,8,2,6,3
"2022-10-04 11:00:00",10,8,0,8,2
"2022-10-04 12:00:00",8,4,1,3,4
"2022-10-04 14:00:00",9,4,1,3,5
"2022-10-04 14:30:00",1,1,0,1,0
"2022-10-04 15:00:00",10,7,3,4,3
"2022-10-04 16:00:00",9,8,2,6,1
"2022-10-04 17:00:00",10,10,2,8,0
"2022-10-04 17:30:00",1,1,1,0,0
"2022-10-05 09:00:00",7,4,2,2,3
"2022-10-05 10:00:00",9,6,2,4,3
"2022-10-05 11:00:00",7,5,1,4,2
"2022-10-05 12:00:00",7,6,0,6,1
"2022-10-05 14:00:00",10,7,1,6,3
"2022-10-05 15:00:00",9,7,2,5,2
"2022-10-05 16:00:00",8,7,2,5,1
"2022-10-05 17:00:00",11,9,1,8,2
"2022-10-06 09:00:00",9,7,2,5,2
"2022-10-06 10:00:00",10,9,1,8,1
"2022-10-06 11:00:00",7,6,0,6,1
"2022-10-06 12:00:00",7,6,3,3,1
"2022-10-06 14:00:00",8,6,1,5,2
"2022-10-06 15:00:00",8,3,2,1,5
"2022-10-06 16:00:00",8,7,2,5,1
"2022-10-06 17:00:00",11,10,2,8,1
"2022-10-07 09:00:00",7,6,1,5,1
"2022-10-07 10:00:00",8,5,2,3,3
"2022-10-07 11:00:00",9,6,3,3,3
"2022-10-07 12:00:00",9,7,1,6,2
"2022-10-07 14:00:00",10,10,1,9,0
"2022-10-07 15:00:00",8,8,1,7,0
"2022-10-07 16:00:00",8,5,1,4,3
"2022-10-07 17:00:00",10,8,1,7,2
"2022-10-08 08:00:00",10,8,3,5,2
"2022-10-08 09:00:00",8,8,4,4,0
"2022-10-08 10:00:00",11,10,3,7,1
"2022-10-08 11:00:00",12,11,1,10,1
"2022-10-08 13:00:00",13,6,0,6,7
"2022-10-08 13:30:00",2,2,1,1,0
"2022-10-08 14:00:00",8,6,3,3,2
"2022-10-08 15:00:00",9,8,1,7,1
"2022-10-08 16:00:00",12,10,0,10,2
"2022-10-10 09:00:00",5,4,0,4,1
"2022-10-10 10:00:00",4,4,2,2,0
"2022-10-10 11:00:00",4,3,0,3,1
"2022-10-10 12:00:00",3,3,0,3,0
"2022-10-10 14:00:00",5,5,1,4,0
"2022-10-10 15:00:00",6,5,1,4,1
"2022-10-10 16:00:00",4,4,1,3,0
"2022-10-10 17:00:00",4,4,0,4,0
"2022-10-11 09:00:00",9,5,1,4,4
"2022-10-11 10:00:00",9,6,2,4,3
"2022-10-11 11:00:00",10,6,1,5,4
